#Ligand;TotalEnergy;Aktif
cav1m17_AQ4-ZINC49124288-0.pdb;-73.0327;0
cav1m17_AQ4-ZINC50306623-0.pdb;-73.0216;0
cav1m17_AQ4-ZINC40270390-0.pdb;-72.9503;0
cav1m17_AQ4-ZINC49512845-0.pdb;-72.9369;0
cav1m17_AQ4-ZINC12850974-0.pdb;-72.9307;0
cav1m17_AQ4-ZINC50362165-0.pdb;-72.9034;0
cav1m17_AQ4-ZINC34976090-0.pdb;-72.6431;0
cav1m17_AQ4-ZINC16951681-0.pdb;-72.5527;0
cav1m17_AQ4-ZINC45629310-0.pdb;-72.5446;0
cav1m17_AQ4-ZINC09724178-0.pdb;-72.3483;0
cav1m17_AQ4-ZINC54217012-0.pdb;-72.2372;0
cav1m17_AQ4-ZINC10127366-0.pdb;-72.2338;0
cav1m17_AQ4-ZINC39296088-0.pdb;-72.198;0
cav1m17_AQ4-ZINC50196807-0.pdb;-72.1728;0
cav1m17_AQ4-ZINC43265557-0.pdb;-72.1488;0
cav1m17_AQ4-ZINC11068527-0.pdb;-72.0788;0
cav1m17_AQ4-ZINC49188081-0.pdb;-72.0283;0
cav1m17_AQ4-ZINC61120873-0.pdb;-71.9325;0
cav1m17_AQ4-ZINC44783018-0.pdb;-71.8134;0
cav1m17_AQ4-ZINC44783244-0.pdb;-71.7386;0
cav1m17_AQ4-ZINC44867262-0.pdb;-71.4204;0
cav1m17_AQ4-ZINC31164074-0.pdb;-71.3319;0
cav1m17_AQ4-ZINC03104245-0.pdb;-71.2997;0
cav1m17_AQ4-ZINC50588746-0.pdb;-71.1552;0
cav1m17_AQ4-ZINC54946812-0.pdb;-71.0387;0
cav1m17_AQ4-ZINC42294529-0.pdb;-70.9584;0
cav1m17_AQ4-ZINC50436632-0.pdb;-70.8926;0
cav1m17_AQ4-ZINC24348526-0.pdb;-70.7637;0
cav1m17_AQ4-ZINC35584662-0.pdb;-70.7156;0
cav1m17_AQ4-ZINC14511807-0.pdb;-70.698;0
cav1m17_AQ4-ZINC03137443-0.pdb;-70.5263;0
cav1m17_AQ4-ZINC35306460-0.pdb;-70.5169;0
cav1m17_AQ4-ZINC37034240-0.pdb;-70.4973;0
cav1m17_AQ4-ZINC50227022-0.pdb;-70.39;0
cav1m17_AQ4-ZINC43093818-0.pdb;-70.3057;0
cav1m17_AQ4-ZINC47740403-0.pdb;-70.2192;0
cav1m17_AQ4-ZINC61563920-0.pdb;-70.1794;0
cav1m17_AQ4-ZINC36220671-0.pdb;-70.004;0
cav1m17_AQ4-ZINC06742529-0.pdb;-69.9313;0
cav1m17_AQ4-ZINC00339952-0.pdb;-69.8514;0
cav1m17_AQ4-ZINC15203270-0.pdb;-69.8338;0
cav1m17_AQ4-ZINC20425690-0.pdb;-69.4985;0
cav1m17_AQ4-ZINC52692731-0.pdb;-69.4259;0
cav1m17_AQ4-ZINC15867903-0.pdb;-69.35;0
cav1m17_AQ4-ZINC20328929-0.pdb;-69.077;0
cav1m17_AQ4-ZINC52344371-0.pdb;-69.0185;0
cav1m17_AQ4-ZINC37332138-0.pdb;-68.9313;0
cav1m17_AQ4-ZINC67317622-0.pdb;-68.6662;0
cav1m17_AQ4-ZINC63006630-0.pdb;-68.2688;0
cav1m17_AQ4-ZINC20792420-0.pdb;-68.1134;0
cav1m17_AQ4-ZINC66730548-0.pdb;-68.0269;0
cav1m17_AQ4-ZINC67369339-0.pdb;-67.9348;0
cav1m17_AQ4-ZINC42015729-0.pdb;-67.9328;0
cav1m17_AQ4-ZINC08762006-0.pdb;-67.899;0
cav1m17_AQ4-ZINC43423912-0.pdb;-67.8935;0
cav1m17_AQ4-ZINC05257281-0.pdb;-67.6643;0
cav1m17_AQ4-ZINC39599556-0.pdb;-67.4829;0
cav1m17_AQ4-ZINC48843746-0.pdb;-67.3555;0
cav1m17_AQ4-ZINC62933512-0.pdb;-66.9954;0
cav1m17_AQ4-ZINC37332134-0.pdb;-66.8339;0
cav1m17_AQ4-ZINC36244655-0.pdb;-66.2445;0
cav1m17_AQ4-ZINC44593222-0.pdb;-66.0873;0
cav1m17_AQ4-ZINC27850927-0.pdb;-66.0248;0
cav1m17_AQ4-ZINC52878735-0.pdb;-64.4064;0
cav1m17_AQ4-ZINC00279577-0.pdb;-64.2443;0
cav1m17_AQ4-ZINC37561622-0.pdb;-63.8989;0
cav1m17_AQ4-ZINC50031883-0.pdb;-63.4859;0
cav1m17_AQ4-ZINC62876312-0.pdb;-62.9106;0
cav1m17_AQ4-ZINC36597386-0.pdb;-62.7688;0
cav1m17_AQ4-ZINC18126928-0.pdb;-62.4189;0
cav1m17_AQ4-ZINC42026137-0.pdb;-61.746;0
cav1m17_AQ4-ZINC00352141-0.pdb;-60.3906;0
cav1m17_AQ4-ZINC04442280-0.pdb;-60.2392;0
cav1m17_AQ4-ZINC36331224-0.pdb;-60.2316;0
cav1m17_AQ4-ZINC34928933-0.pdb;-60.137;0
cav1m17_AQ4-ZINC23668635-0.pdb;-59.7451;0
cav1m17_AQ4-ZINC43594822-0.pdb;-58.5982;0
cav1m17_AQ4-ZINC57342599-0.pdb;-55.738;0
cav1m17_AQ4-ZINC35325619-0.pdb;-52.0379;0
