#Compound	C.ring	C.other	N.ring	N.other	O.ring	O.other	P	S	X	#.of.Ring
cav1m17_AQ4-ZINC40021861-0.pdb	17	5	1	0	1	5	0	0	1	4
cav1m17_AQ4-ZINC40050896-0.pdb	18	6	3	2	0	2	0	0	0	4
cav1m17_AQ4-ZINC40056654-0.pdb	17	6	1	1	1	4	0	0	1	4
cav1m17_AQ4-ZINC40062673-0.pdb	16	5	3	2	0	2	0	1	0	4
cav1m17_AQ4-ZINC40070798-0.pdb	17	7	5	0	0	2	0	1	0	5
cav1m17_AQ4-ZINC40146150-0.pdb	15	8	4	1	0	3	0	0	0	4
cav1m17_AQ4-ZINC40149178-0.pdb	21	2	5	0	0	2	0	1	1	5
cav1m17_AQ4-ZINC40154903-0.pdb	9	12	2	2	0	3	0	0	1	2
cav1m17_AQ4-ZINC40154904-0.pdb	9	12	2	2	0	3	0	0	1	2
cav1m17_AQ4-ZINC40169650-0.pdb	12	0	3	2	1	0	0	0	1	3
cav1m17_AQ4-ZINC40267900-0.pdb	17	0	2	0	0	1	0	0	1	4
cav1m17_AQ4-ZINC40270390-0.pdb	11	1	2	0	1	1	0	0	2	3
cav1m17_AQ4-ZINC40284043-0.pdb	18	6	3	1	0	3	0	0	0	4
cav1m17_AQ4-ZINC40285029-0.pdb	12	6	3	1	0	0	0	0	0	3
cav1m17_AQ4-ZINC40291437-0.pdb	10	6	2	1	0	1	0	1	0	2
cav1m17_AQ4-ZINC40323618-0.pdb	12	2	0	2	0	3	0	1	1	2
cav1m17_AQ4-ZINC40361291-0.pdb	10	12	2	2	0	3	0	0	0	2
cav1m17_AQ4-ZINC40361293-0.pdb	10	12	2	2	0	3	0	0	0	2
cav1m17_AQ4-ZINC40361297-0.pdb	10	12	2	2	0	3	0	0	0	2
cav1m17_AQ4-ZINC40369654-0.pdb	9	4	0	3	0	2	0	0	0	2
cav1m17_AQ4-ZINC40370305-0.pdb	6	6	0	3	0	3	0	0	0	1
cav1m17_AQ4-ZINC40370600-0.pdb	6	6	0	3	0	2	0	0	2	1
cav1m17_AQ4-ZINC40370642-0.pdb	6	6	0	3	0	2	0	0	2	1
cav1m17_AQ4-ZINC40370998-0.pdb	6	7	0	3	0	2	0	0	2	1
cav1m17_AQ4-ZINC40371962-0.pdb	10	3	0	3	0	2	0	0	0	2
cav1m17_AQ4-ZINC40372230-0.pdb	5	7	0	3	0	2	0	0	0	1
cav1m17_AQ4-ZINC40375000-0.pdb	6	5	0	4	0	2	0	0	0	1
cav1m17_AQ4-ZINC40375632-0.pdb	10	2	0	4	0	2	0	0	0	3
cav1m17_AQ4-ZINC40375774-0.pdb	7	5	0	4	0	2	0	0	0	1
cav1m17_AQ4-ZINC40386500-0.pdb	23	4	5	0	0	2	0	0	0	5
cav1m17_AQ4-ZINC40476354-0.pdb	17	9	3	0	0	4	0	1	0	4
cav1m17_AQ4-ZINC40481198-0.pdb	9	4	0	2	0	3	0	0	2	2
cav1m17_AQ4-ZINC40531194-0.pdb	9	4	1	2	0	4	0	0	0	2
cav1m17_AQ4-ZINC40546240-0.pdb	11	5	1	2	2	1	0	0	0	3
cav1m17_AQ4-ZINC40569317-0.pdb	18	6	1	2	2	2	0	0	0	4
cav1m17_AQ4-ZINC40569512-0.pdb	14	8	1	3	1	1	0	0	1	3
cav1m17_AQ4-ZINC40570152-0.pdb	16	5	2	1	0	3	0	1	0	4
cav1m17_AQ4-ZINC40570930-0.pdb	15	5	2	1	0	2	0	1	0	5
cav1m17_AQ4-ZINC40590687-0.pdb	9	7	1	1	0	3	0	0	0	2
cav1m17_AQ4-ZINC40590797-0.pdb	9	7	1	1	0	3	0	0	0	2
cav1m17_AQ4-ZINC40605398-0.pdb	7	7	2	2	0	3	0	0	0	2
cav1m17_AQ4-ZINC40641649-0.pdb	15	5	1	1	0	2	0	0	0	3
cav1m17_AQ4-ZINC40795001-0.pdb	16	4	2	2	0	3	0	2	0	4
cav1m17_AQ4-ZINC40796556-0.pdb	18	5	1	1	1	4	0	1	0	4
cav1m17_AQ4-ZINC40824328-0.pdb	14	5	0	4	1	2	0	0	0	3
cav1m17_AQ4-ZINC40825985-0.pdb	13	6	0	3	1	3	0	1	0	4
cav1m17_AQ4-ZINC40849394-0.pdb	21	7	4	2	0	1	0	0	0	5
cav1m17_AQ4-ZINC40915975-0.pdb	17	6	4	1	0	2	0	0	0	4
cav1m17_AQ4-ZINC40954869-0.pdb	19	1	4	1	0	0	0	0	1	6
cav1m17_AQ4-ZINC40983475-0.pdb	17	8	4	1	0	2	0	1	0	4
cav1m17_AQ4-ZINC40988491-0.pdb	17	7	2	2	0	3	0	1	1	4
cav1m17_AQ4-ZINC41014433-0.pdb	10	1	3	2	0	0	0	1	0	3
cav1m17_AQ4-ZINC41022100-0.pdb	18	5	2	1	1	1	0	1	1	4
cav1m17_AQ4-ZINC41023189-0.pdb	7	1	3	3	0	0	0	2	0	2
cav1m17_AQ4-ZINC41023386-0.pdb	9	0	2	3	0	0	0	1	0	3
cav1m17_AQ4-ZINC41023392-0.pdb	9	0	2	3	0	0	0	1	0	3
cav1m17_AQ4-ZINC41023653-0.pdb	9	1	2	3	0	0	0	1	0	2
cav1m17_AQ4-ZINC41023709-0.pdb	10	5	2	3	0	0	0	1	0	2
cav1m17_AQ4-ZINC41027106-0.pdb	11	1	3	2	0	1	0	2	0	3
cav1m17_AQ4-ZINC41042198-0.pdb	9	0	2	2	0	1	0	1	0	2
cav1m17_AQ4-ZINC41043251-0.pdb	6	5	0	3	0	2	0	0	0	1
cav1m17_AQ4-ZINC41071048-0.pdb	10	1	2	3	0	2	0	2	0	2
cav1m17_AQ4-ZINC41158196-0.pdb	19	3	1	1	0	2	0	0	0	5
cav1m17_AQ4-ZINC41499744-0.pdb	9	5	2	1	0	0	0	0	2	2
cav1m17_AQ4-ZINC41514099-0.pdb	18	7	2	0	1	3	0	0	0	4
cav1m17_AQ4-ZINC41583517-0.pdb	12	5	2	0	0	2	0	1	0	3
cav1m17_AQ4-ZINC41583814-0.pdb	17	4	2	0	1	1	0	0	0	5
cav1m17_AQ4-ZINC41583845-0.pdb	20	4	1	0	1	2	0	0	0	4
cav1m17_AQ4-ZINC41585943-0.pdb	24	3	3	0	1	3	0	0	0	5
cav1m17_AQ4-ZINC41630238-0.pdb	11	4	3	2	0	2	0	2	0	3
cav1m17_AQ4-ZINC41834252-0.pdb	3	8	0	2	0	3	0	0	0	2
cav1m17_AQ4-ZINC41992213-0.pdb	11	1	3	1	1	2	0	1	0	3
cav1m17_AQ4-ZINC42010930-0.pdb	10	2	2	1	0	3	0	1	0	3
cav1m17_AQ4-ZINC42013931-0.pdb	10	1	4	1	0	0	0	0	1	3
cav1m17_AQ4-ZINC42015222-0.pdb	13	2	4	1	0	0	0	0	1	3
cav1m17_AQ4-ZINC42015259-0.pdb	13	2	4	1	0	0	0	0	1	3
cav1m17_AQ4-ZINC42015641-0.pdb	13	2	4	1	0	0	0	0	1	3
cav1m17_AQ4-ZINC42015729-0.pdb	10	1	4	1	0	0	0	0	1	4
cav1m17_AQ4-ZINC42016418-0.pdb	13	2	4	2	0	0	0	0	0	3
cav1m17_AQ4-ZINC42016450-0.pdb	13	2	4	2	0	0	0	0	0	3
cav1m17_AQ4-ZINC42016659-0.pdb	13	2	4	1	0	0	0	0	1	3
cav1m17_AQ4-ZINC42026137-0.pdb	14	1	2	0	0	2	0	1	0	5
cav1m17_AQ4-ZINC42027057-0.pdb	13	1	4	2	0	0	0	0	0	3
cav1m17_AQ4-ZINC42080119-0.pdb	14	1	1	1	0	1	0	0	1	3
cav1m17_AQ4-ZINC42080376-0.pdb	14	3	1	1	0	1	0	0	1	3
cav1m17_AQ4-ZINC42104052-0.pdb	14	3	1	1	0	1	0	0	1	3
cav1m17_AQ4-ZINC42107858-0.pdb	12	3	1	1	0	1	0	1	1	3
cav1m17_AQ4-ZINC42259574-0.pdb	12	3	2	1	0	1	0	1	1	3
cav1m17_AQ4-ZINC42269841-0.pdb	12	4	0	2	0	2	0	1	0	2
cav1m17_AQ4-ZINC42269923-0.pdb	12	2	0	2	0	2	0	1	1	2
cav1m17_AQ4-ZINC42294529-0.pdb	8	2	1	2	0	4	0	2	0	3
cav1m17_AQ4-ZINC42414625-0.pdb	9	0	2	1	0	2	0	1	2	2
cav1m17_AQ4-ZINC42428211-0.pdb	12	2	1	3	0	1	0	1	0	3
cav1m17_AQ4-ZINC42535514-0.pdb	17	4	3	1	0	2	0	0	0	5
cav1m17_AQ4-ZINC42554527-0.pdb	8	6	1	1	0	1	0	0	1	2
cav1m17_AQ4-ZINC42561287-0.pdb	7	4	1	3	0	1	0	1	0	2
cav1m17_AQ4-ZINC42944088-0.pdb	11	4	3	2	0	1	0	1	0	4
cav1m17_AQ4-ZINC42945900-0.pdb	10	6	1	1	1	0	0	0	1	2
cav1m17_AQ4-ZINC43074560-0.pdb	18	4	0	3	2	2	0	0	0	5
cav1m17_AQ4-ZINC43093818-0.pdb	9	4	2	1	0	0	0	0	2	2
cav1m17_AQ4-ZINC43108804-0.pdb	18	4	3	2	0	2	0	0	0	4
cav1m17_AQ4-ZINC43114742-0.pdb	8	2	2	2	0	1	0	2	0	2
cav1m17_AQ4-ZINC43136336-0.pdb	12	5	0	3	0	3	0	1	0	2
cav1m17_AQ4-ZINC43140269-0.pdb	12	4	0	4	0	4	0	0	2	2
cav1m17_AQ4-ZINC43224964-0.pdb	17	7	2	1	2	1	0	0	0	4
cav1m17_AQ4-ZINC43252950-0.pdb	8	6	1	1	1	0	0	1	1	2
cav1m17_AQ4-ZINC43254386-0.pdb	11	4	2	1	0	0	0	1	1	3
cav1m17_AQ4-ZINC43256384-0.pdb	13	3	1	1	0	1	0	1	1	3
cav1m17_AQ4-ZINC43265557-0.pdb	16	1	3	1	0	1	0	0	0	6
cav1m17_AQ4-ZINC43302282-0.pdb	12	9	2	2	0	2	0	1	0	3
cav1m17_AQ4-ZINC43365861-0.pdb	10	4	0	1	1	1	0	0	1	2
cav1m17_AQ4-ZINC43414220-0.pdb	10	5	0	2	0	3	0	1	0	2
cav1m17_AQ4-ZINC43423912-0.pdb	14	3	1	1	1	0	0	0	1	3
cav1m17_AQ4-ZINC43441262-0.pdb	15	4	1	3	1	2	0	0	1	3
cav1m17_AQ4-ZINC43485844-0.pdb	14	3	1	2	0	1	0	1	0	3
cav1m17_AQ4-ZINC43527021-0.pdb	20	3	2	2	0	1	0	1	0	5
cav1m17_AQ4-ZINC43527585-0.pdb	21	5	2	2	0	2	0	0	0	5
cav1m17_AQ4-ZINC43560167-0.pdb	14	2	2	1	1	0	0	0	1	3
cav1m17_AQ4-ZINC43573537-0.pdb	20	1	1	2	0	2	0	0	0	5
cav1m17_AQ4-ZINC43594822-0.pdb	9	2	1	1	0	3	0	0	0	3
cav1m17_AQ4-ZINC43666437-0.pdb	10	1	2	1	2	0	0	0	2	3
cav1m17_AQ4-ZINC43673585-0.pdb	16	6	1	3	0	2	0	0	0	3
cav1m17_AQ4-ZINC43759909-0.pdb	19	2	2	0	0	3	0	0	1	5
cav1m17_AQ4-ZINC43766786-0.pdb	13	5	0	4	0	0	0	0	0	4
cav1m17_AQ4-ZINC43853048-0.pdb	18	3	2	2	0	2	0	1	0	4
cav1m17_AQ4-ZINC43863176-0.pdb	6	7	0	4	0	2	0	0	0	1
cav1m17_AQ4-ZINC44062695-0.pdb	17	1	0	0	1	4	0	0	0	2
cav1m17_AQ4-ZINC44327625-0.pdb	16	4	0	1	1	2	0	0	0	4
cav1m17_AQ4-ZINC44353564-0.pdb	6	8	0	2	0	2	0	1	1	1
cav1m17_AQ4-ZINC44593222-0.pdb	11	3	1	1	0	3	0	1	0	3
cav1m17_AQ4-ZINC44731811-0.pdb	8	6	0	1	1	3	0	1	0	2
cav1m17_AQ4-ZINC44783018-0.pdb	5	7	0	3	0	2	0	0	0	1
cav1m17_AQ4-ZINC44783236-0.pdb	6	5	0	3	0	2	0	0	0	1
cav1m17_AQ4-ZINC44783244-0.pdb	5	7	0	3	0	2	0	0	0	1
cav1m17_AQ4-ZINC44783896-0.pdb	6	8	0	3	0	2	0	0	1	1
cav1m17_AQ4-ZINC44784057-0.pdb	6	7	0	3	0	2	0	0	2	1
cav1m17_AQ4-ZINC44784810-0.pdb	7	5	0	3	0	2	0	0	0	1
cav1m17_AQ4-ZINC44862641-0.pdb	6	6	0	3	0	2	0	0	2	1
cav1m17_AQ4-ZINC44867262-0.pdb	6	6	0	3	0	2	0	0	0	1
cav1m17_AQ4-ZINC44868783-0.pdb	3	8	2	3	0	2	0	0	0	1
cav1m17_AQ4-ZINC44884617-0.pdb	7	3	4	2	0	1	0	0	2	2
cav1m17_AQ4-ZINC44949867-0.pdb	15	7	2	2	0	3	0	1	2	3
cav1m17_AQ4-ZINC44973715-0.pdb	19	8	1	1	1	2	0	0	0	4
cav1m17_AQ4-ZINC44977817-0.pdb	14	1	2	1	1	0	0	0	1	3
cav1m17_AQ4-ZINC45047577-0.pdb	6	6	0	3	0	2	0	0	0	1
cav1m17_AQ4-ZINC45047585-0.pdb	6	6	0	3	0	2	0	0	0	1
cav1m17_AQ4-ZINC45222436-0.pdb	13	10	2	3	0	6	0	1	0	3
cav1m17_AQ4-ZINC45324681-0.pdb	21	3	3	2	2	0	0	0	0	5
cav1m17_AQ4-ZINC45330730-0.pdb	21	0	1	2	0	1	0	0	0	5
cav1m17_AQ4-ZINC45440222-0.pdb	11	5	0	3	0	3	0	0	0	3
cav1m17_AQ4-ZINC45440226-0.pdb	11	5	0	3	0	3	0	0	0	3
cav1m17_AQ4-ZINC45512782-0.pdb	18	3	3	1	0	2	0	0	1	4
cav1m17_AQ4-ZINC45513223-0.pdb	18	6	3	1	0	2	0	0	0	4
cav1m17_AQ4-ZINC45606846-0.pdb	15	8	2	1	0	3	0	0	0	3
cav1m17_AQ4-ZINC45626427-0.pdb	13	2	4	1	0	0	0	0	1	3
cav1m17_AQ4-ZINC45629310-0.pdb	13	1	1	1	0	1	0	0	1	3
cav1m17_AQ4-ZINC45632499-0.pdb	18	3	3	1	0	2	0	1	0	4
cav1m17_AQ4-ZINC45638775-0.pdb	6	6	0	4	0	2	0	0	0	1
cav1m17_AQ4-ZINC45870196-0.pdb	15	9	2	2	0	3	0	1	0	3
cav1m17_AQ4-ZINC45898899-0.pdb	14	5	2	4	0	2	0	2	0	3
cav1m17_AQ4-ZINC46017656-0.pdb	13	3	1	1	0	3	0	2	0	3
cav1m17_AQ4-ZINC46438340-0.pdb	16	1	2	0	0	2	0	1	0	4
cav1m17_AQ4-ZINC47044054-0.pdb	13	9	2	3	0	2	0	0	0	3
cav1m17_AQ4-ZINC47541419-0.pdb	17	5	0	3	0	3	0	0	0	3
cav1m17_AQ4-ZINC47740403-0.pdb	9	6	0	2	0	2	0	1	0	3
cav1m17_AQ4-ZINC47873472-0.pdb	10	3	2	2	0	2	0	0	0	2
cav1m17_AQ4-ZINC47890990-0.pdb	15	3	2	2	0	2	0	0	0	4
cav1m17_AQ4-ZINC48150790-0.pdb	18	4	2	2	1	2	0	0	0	4
cav1m17_AQ4-ZINC48183312-0.pdb	14	8	0	3	2	2	0	0	0	3
cav1m17_AQ4-ZINC48312495-0.pdb	18	2	4	0	0	4	0	1	0	5
cav1m17_AQ4-ZINC48373950-0.pdb	17	2	2	2	0	3	0	2	0	4
cav1m17_AQ4-ZINC48606519-0.pdb	11	2	2	1	0	2	0	0	2	3
cav1m17_AQ4-ZINC48689328-0.pdb	16	3	0	2	0	2	0	0	0	3
cav1m17_AQ4-ZINC48731216-0.pdb	19	4	1	2	1	2	0	0	0	4
cav1m17_AQ4-ZINC48838686-0.pdb	10	2	0	2	0	4	0	2	0	2
cav1m17_AQ4-ZINC48843746-0.pdb	11	2	0	3	0	3	0	0	0	3
cav1m17_AQ4-ZINC48843919-0.pdb	11	4	2	1	0	1	0	0	1	3
cav1m17_AQ4-ZINC48856602-0.pdb	8	7	0	3	0	2	0	1	0	2
cav1m17_AQ4-ZINC49009591-0.pdb	12	2	0	2	0	2	0	1	2	2
cav1m17_AQ4-ZINC49057303-0.pdb	11	3	0	2	1	1	0	0	1	2
cav1m17_AQ4-ZINC49103159-0.pdb	6	7	0	3	0	4	0	0	0	1
cav1m17_AQ4-ZINC49118610-0.pdb	12	3	0	3	0	2	0	1	0	2
cav1m17_AQ4-ZINC49124288-0.pdb	11	5	0	2	0	3	0	0	0	2
cav1m17_AQ4-ZINC49146912-0.pdb	10	5	3	1	0	0	0	1	1	3
cav1m17_AQ4-ZINC49188081-0.pdb	9	5	1	1	0	3	0	1	0	2
cav1m17_AQ4-ZINC49211228-0.pdb	9	6	1	2	0	1	0	1	0	2
cav1m17_AQ4-ZINC49235025-0.pdb	9	5	1	1	0	3	0	1	0	2
cav1m17_AQ4-ZINC49377733-0.pdb	21	1	5	0	1	1	0	1	0	6
cav1m17_AQ4-ZINC49421091-0.pdb	22	3	3	1	0	2	0	1	0	6
cav1m17_AQ4-ZINC49421168-0.pdb	23	2	3	1	0	2	0	1	1	5
cav1m17_AQ4-ZINC49429591-0.pdb	15	4	1	2	0	2	0	1	0	3
cav1m17_AQ4-ZINC49486703-0.pdb	18	4	3	1	0	3	0	1	0	4
cav1m17_AQ4-ZINC49512845-0.pdb	8	7	1	1	0	3	0	1	0	2
cav1m17_AQ4-ZINC49513007-0.pdb	15	5	2	2	0	2	0	0	0	4
cav1m17_AQ4-ZINC49513010-0.pdb	15	5	2	2	0	2	0	0	0	4
cav1m17_AQ4-ZINC49514765-0.pdb	14	2	1	1	0	1	0	0	1	3
cav1m17_AQ4-ZINC49545664-0.pdb	15	4	2	1	0	3	0	0	2	3
cav1m17_AQ4-ZINC49549369-0.pdb	12	1	1	3	0	1	0	1	0	3
cav1m17_AQ4-ZINC49549557-0.pdb	11	3	1	1	0	4	0	0	0	2
cav1m17_AQ4-ZINC49561728-0.pdb	7	5	2	2	0	1	0	1	0	2
cav1m17_AQ4-ZINC49561730-0.pdb	7	6	2	2	0	1	0	1	0	2
cav1m17_AQ4-ZINC49563552-0.pdb	20	3	4	1	0	2	0	2	0	5
cav1m17_AQ4-ZINC49639839-0.pdb	13	7	0	2	0	2	0	0	0	3
cav1m17_AQ4-ZINC49871937-0.pdb	10	4	2	1	0	3	0	0	0	2
cav1m17_AQ4-ZINC50029855-0.pdb	9	3	0	3	1	1	0	0	0	3
cav1m17_AQ4-ZINC50031883-0.pdb	8	4	2	2	0	1	0	1	0	3
cav1m17_AQ4-ZINC50036156-0.pdb	9	2	2	2	0	3	0	1	0	3
cav1m17_AQ4-ZINC50196807-0.pdb	3	9	2	2	0	3	0	0	0	1
cav1m17_AQ4-ZINC50227022-0.pdb	9	6	1	1	0	3	0	1	0	2
cav1m17_AQ4-ZINC50306623-0.pdb	3	10	2	2	0	1	0	0	0	1
cav1m17_AQ4-ZINC50307798-0.pdb	7	7	2	2	0	1	0	1	0	2
cav1m17_AQ4-ZINC50346304-0.pdb	11	5	1	1	0	2	0	1	0	2
cav1m17_AQ4-ZINC50362023-0.pdb	10	5	0	2	1	0	0	0	2	2
cav1m17_AQ4-ZINC50362165-0.pdb	8	5	0	2	1	0	0	1	2	2
cav1m17_AQ4-ZINC50362168-0.pdb	8	5	0	2	1	0	0	1	2	2
cav1m17_AQ4-ZINC50362170-0.pdb	8	4	0	2	1	0	0	1	3	2
cav1m17_AQ4-ZINC50362251-0.pdb	8	5	0	2	1	0	0	1	2	2
cav1m17_AQ4-ZINC50389332-0.pdb	8	5	0	3	0	2	0	1	0	2
cav1m17_AQ4-ZINC50398319-0.pdb	11	2	1	2	0	4	0	0	0	2
cav1m17_AQ4-ZINC50436632-0.pdb	12	2	0	3	0	3	0	1	0	2
cav1m17_AQ4-ZINC50436732-0.pdb	12	3	0	4	0	1	0	0	0	2
cav1m17_AQ4-ZINC50586257-0.pdb	7	7	2	1	0	0	0	1	1	2
cav1m17_AQ4-ZINC50588746-0.pdb	9	5	2	1	0	0	0	0	2	2
cav1m17_AQ4-ZINC50839550-0.pdb	10	1	4	2	0	1	0	2	0	3
cav1m17_AQ4-ZINC50867488-0.pdb	13	2	2	1	2	0	0	0	1	3
cav1m17_AQ4-ZINC50896052-0.pdb	16	4	3	2	0	2	0	0	0	5
cav1m17_AQ4-ZINC51092891-0.pdb	11	3	1	3	0	1	0	0	2	2
cav1m17_AQ4-ZINC51168481-0.pdb	10	1	2	2	0	1	0	0	1	2
cav1m17_AQ4-ZINC51186648-0.pdb	16	5	1	3	0	2	0	1	0	3
cav1m17_AQ4-ZINC51331449-0.pdb	8	4	2	1	0	0	0	2	1	2
cav1m17_AQ4-ZINC51342302-0.pdb	15	4	2	3	0	1	0	1	1	3
cav1m17_AQ4-ZINC51383809-0.pdb	15	4	1	3	0	4	0	1	0	3
cav1m17_AQ4-ZINC51687244-0.pdb	8	11	2	3	0	2	0	1	0	2
cav1m17_AQ4-ZINC51687842-0.pdb	17	3	2	2	0	2	0	1	0	4
cav1m17_AQ4-ZINC51729831-0.pdb	11	2	1	1	0	2	0	1	2	2
cav1m17_AQ4-ZINC51847964-0.pdb	10	2	4	1	0	0	0	0	0	3
cav1m17_AQ4-ZINC51998734-0.pdb	11	2	1	2	0	2	0	0	0	2
cav1m17_AQ4-ZINC51999595-0.pdb	15	0	1	2	0	2	0	0	0	3
cav1m17_AQ4-ZINC51999736-0.pdb	12	0	2	2	1	1	0	0	0	3
cav1m17_AQ4-ZINC52016873-0.pdb	12	1	0	3	0	2	0	0	0	2
cav1m17_AQ4-ZINC52213570-0.pdb	11	2	0	3	0	2	0	0	0	2
cav1m17_AQ4-ZINC52344371-0.pdb	11	5	1	1	0	3	0	0	0	2
cav1m17_AQ4-ZINC52566197-0.pdb	19	3	3	1	0	2	0	0	0	6
cav1m17_AQ4-ZINC52692731-0.pdb	10	7	0	1	1	1	0	0	1	2
cav1m17_AQ4-ZINC52841762-0.pdb	11	0	0	2	0	3	0	0	0	3
cav1m17_AQ4-ZINC52878735-0.pdb	10	5	1	1	0	3	0	0	1	2
cav1m17_AQ4-ZINC53006506-0.pdb	9	3	1	3	0	1	0	1	0	2
cav1m17_AQ4-ZINC53111799-0.pdb	14	2	1	2	0	2	0	0	0	3
cav1m17_AQ4-ZINC53113922-0.pdb	12	1	0	3	0	3	0	1	0	2
cav1m17_AQ4-ZINC53117700-0.pdb	10	3	1	1	0	5	0	1	0	2
cav1m17_AQ4-ZINC53370061-0.pdb	12	5	0	4	0	3	0	2	0	2
cav1m17_AQ4-ZINC53605871-0.pdb	17	3	0	2	0	2	0	0	0	4
cav1m17_AQ4-ZINC53629491-0.pdb	14	8	2	1	2	2	0	0	0	4
cav1m17_AQ4-ZINC53845101-0.pdb	18	1	3	0	1	1	0	1	0	5
cav1m17_AQ4-ZINC53986046-0.pdb	14	5	0	2	1	1	0	0	0	3
cav1m17_AQ4-ZINC53993849-0.pdb	12	0	2	1	1	0	0	1	1	3
cav1m17_AQ4-ZINC53997371-0.pdb	15	1	1	1	0	2	0	1	0	4
cav1m17_AQ4-ZINC54200833-0.pdb	19	3	2	2	0	4	0	0	0	4
cav1m17_AQ4-ZINC54217010-0.pdb	9	5	0	3	1	1	0	0	0	3
cav1m17_AQ4-ZINC54217012-0.pdb	9	5	0	3	1	1	0	0	0	3
cav1m17_AQ4-ZINC54449660-0.pdb	11	9	1	2	0	3	0	1	0	2
cav1m17_AQ4-ZINC54554311-0.pdb	12	1	3	1	0	3	0	1	0	3
cav1m17_AQ4-ZINC54554428-0.pdb	14	3	1	1	1	1	0	0	0	3
cav1m17_AQ4-ZINC54733569-0.pdb	12	6	1	3	0	2	0	1	0	3
cav1m17_AQ4-ZINC54836451-0.pdb	10	5	2	1	0	0	0	0	1	2
cav1m17_AQ4-ZINC54928563-0.pdb	9	6	0	1	2	0	0	0	1	2
cav1m17_AQ4-ZINC54946102-0.pdb	14	8	3	2	0	2	0	0	0	3
cav1m17_AQ4-ZINC54946104-0.pdb	14	8	3	2	0	2	0	0	0	3
cav1m17_AQ4-ZINC54946106-0.pdb	14	8	3	2	0	2	0	0	0	3
cav1m17_AQ4-ZINC54946731-0.pdb	7	12	3	2	0	2	0	1	0	2
cav1m17_AQ4-ZINC54946812-0.pdb	9	9	1	2	0	3	0	0	0	4
cav1m17_AQ4-ZINC55170314-0.pdb	13	1	3	1	0	0	0	1	1	4
cav1m17_AQ4-ZINC55189309-0.pdb	9	4	1	2	0	3	0	1	0	2
cav1m17_AQ4-ZINC55334387-0.pdb	13	1	1	1	2	0	0	0	1	3
cav1m17_AQ4-ZINC55493865-0.pdb	15	4	2	1	0	2	0	1	0	4
cav1m17_AQ4-ZINC55894275-0.pdb	14	3	0	3	2	3	0	0	0	3
cav1m17_AQ4-ZINC56157787-0.pdb	15	3	2	2	0	2	0	0	0	4
cav1m17_AQ4-ZINC56327178-0.pdb	10	9	0	2	1	3	0	1	0	2
cav1m17_AQ4-ZINC56874187-0.pdb	8	11	2	3	0	2	0	1	0	2
cav1m17_AQ4-ZINC56878242-0.pdb	17	3	2	2	0	2	0	1	0	4
cav1m17_AQ4-ZINC56939982-0.pdb	22	6	3	2	0	2	0	0	0	5
cav1m17_AQ4-ZINC56940931-0.pdb	17	5	2	2	0	2	0	1	0	4
cav1m17_AQ4-ZINC56946800-0.pdb	9	12	3	2	0	2	0	0	0	2
cav1m17_AQ4-ZINC57308110-0.pdb	21	3	3	1	0	3	0	1	0	6
cav1m17_AQ4-ZINC57314611-0.pdb	8	6	1	2	0	2	0	1	0	2
cav1m17_AQ4-ZINC57316649-0.pdb	11	5	4	2	1	1	0	1	1	3
cav1m17_AQ4-ZINC57342599-0.pdb	11	0	2	1	0	1	0	0	0	3
cav1m17_AQ4-ZINC57377550-0.pdb	14	7	0	2	1	4	0	0	1	3
cav1m17_AQ4-ZINC57395155-0.pdb	12	4	2	1	0	1	0	0	0	4
cav1m17_AQ4-ZINC57509339-0.pdb	10	3	2	0	0	3	0	2	0	2
cav1m17_AQ4-ZINC57511900-0.pdb	17	5	4	2	1	1	0	0	0	4
cav1m17_AQ4-ZINC57651964-0.pdb	15	6	2	1	0	4	0	1	0	4
cav1m17_AQ4-ZINC57661318-0.pdb	12	10	2	2	1	2	0	0	0	3
cav1m17_AQ4-ZINC57877014-0.pdb	10	5	2	4	0	2	0	0	1	3
cav1m17_AQ4-ZINC57898442-0.pdb	11	8	1	1	0	2	0	0	0	2
cav1m17_AQ4-ZINC57898474-0.pdb	12	10	4	1	0	3	0	0	0	3
cav1m17_AQ4-ZINC57930227-0.pdb	8	9	2	0	0	3	0	0	0	2
cav1m17_AQ4-ZINC57933926-0.pdb	8	6	2	0	0	2	0	0	2	2
cav1m17_AQ4-ZINC57992246-0.pdb	19	4	3	1	0	2	0	0	0	5
cav1m17_AQ4-ZINC58018371-0.pdb	12	4	0	3	0	3	0	1	1	2
cav1m17_AQ4-ZINC58021669-0.pdb	16	3	3	1	0	0	0	0	0	4
cav1m17_AQ4-ZINC58056928-0.pdb	10	4	2	1	0	3	0	0	0	2
cav1m17_AQ4-ZINC58157146-0.pdb	16	3	2	2	0	1	0	0	0	4
cav1m17_AQ4-ZINC58191733-0.pdb	19	4	4	1	1	0	0	1	0	5
cav1m17_AQ4-ZINC58251498-0.pdb	12	5	2	3	1	1	0	0	0	4
cav1m17_AQ4-ZINC58415924-0.pdb	18	5	2	2	0	1	0	0	0	5
cav1m17_AQ4-ZINC58433026-0.pdb	17	2	1	1	1	2	0	0	1	4
cav1m17_AQ4-ZINC58794699-0.pdb	14	5	1	1	0	2	0	1	0	3
cav1m17_AQ4-ZINC58862091-0.pdb	12	9	3	3	0	2	0	0	0	3
cav1m17_AQ4-ZINC58917370-0.pdb	18	4	1	2	0	1	0	0	0	4
